NAME,B01001_001E,B19013_001E,B25001_001E,B25003_001E,B25003_002E,B25077_001E,B25034_001E,B25034_006E,B25034_011E,B08303_001E,B08303_012E,B08303_013E,B08201_001E,B08201_002E,B17001_001E,B17001_002E,state,county,tract,population_total,population_total_moe,median_household_income,median_household_income_moe,housing_units_total,housing_units_total_moe,occupied_units_total,occupied_units_total_moe,owner_occupied_units,owner_occupied_units_moe,median_home_value,median_home_value_moe,housing_built_total,housing_built_total_moe,housing_built_1980_1989,housing_built_1980_1989_moe,housing_built_1979_earlier,housing_built_1979_earlier_moe,workers_commute_total,workers_commute_total_moe,workers_commute_60_89,workers_commute_60_89_moe,workers_commute_90_plus,workers_commute_90_plus_moe,households_vehicle_total,households_vehicle_total_moe,households_no_vehicle,households_no_vehicle_moe,poverty_universe,poverty_universe_moe,poverty_count,poverty_count_moe,GEOID,homeownership_rate,long_commute_share,poverty_rate,no_vehicle_share,old_housing_share,income_per_housing_unit,commute_stress_index,housing_risk_proxy,income_moe_ratio,poor_quality_income,opportunity_score,risk_score
Census Tract 101; Cook County; Illinois,4198,74145,2905,2284,688,340700,2905,0,1603,1955,311,0,2284,695,4097,545,17,031,010100,4198,4198,74145,74145,2905,2905,2284,2284,688,688,340700,340700,2905,2905,0,0,1603,1603,1955,1955,311,311,0,0,2284,2284,695,695,4097,4097,545,545,17031010100,0.30122591943957966,0.15907928388746803,0.13302416402245545,0.3042907180385289,0.5518072289156627,25.523235800344235,0.04840634951917263,0.3855885890321356,1.0,True,0.7074744469824973,0.3776600154819513
Census Tract 8045.08; Cook County; Illinois,2285,53929,928,876,491,223500,928,145,36,1020,44,17,876,81,2285,569,17,031,804508,2285,2285,53929,53929,928,928,876,876,491,491,223500,223500,928,928,145,145,36,36,1020,1020,44,44,17,17,876,876,81,81,2285,2285,569,569,17031804508,0.5605022831050228,0.059803921568627454,0.24901531728665208,0.09246575342465753,0.19504310344827586,58.113146551724135,0.0055298146655922645,0.08572099866162809,1.0,True,0.7419971398356086,0.19822404416169428
Census Tract 8045.09; Cook County; Illinois,6609,86881,1597,1597,1090,257800,1597,66,46,2799,513,0,1597,181,6451,895,17,031,804509,6609,6609,86881,86881,1597,1597,1597,1597,1090,1090,257800,257800,1597,1597,66,66,46,46,2799,2799,513,513,0,0,1597,1597,181,181,6451,6451,895,895,17031804509,0.6825297432686287,0.1832797427652733,0.1387381801271121,0.11333750782717596,0.07013149655604257,54.40262993112085,0.02077246928022196,0.022264664216602118,1.0,True,0.8320257243077891,0.19615382505942658
Census Tract 8045.10; Cook County; Illinois,4587,75515,1403,1311,848,267300,1403,281,10,2142,114,0,1311,189,4578,504,17,031,804510,4587,4587,75515,75515,1403,1403,1311,1311,848,848,267300,267300,1403,1403,281,281,10,10,2142,2142,114,114,0,0,1311,1311,189,189,4578,4578,504,504,17031804510,0.6468344774980931,0.05322128851540616,0.11009174311926606,0.14416475972540047,0.2074126870990734,53.823948681397006,0.0076726342710997444,0.07325101001286878,1.0,True,0.832937596717501,0.16836997566384632
Census Tract 8045.11; Cook County; Illinois,2189,86964,717,670,276,284200,717,88,20,1058,100,41,670,32,2189,284,17,031,804511,2189,2189,86964,86964,717,717,670,670,276,276,284200,284200,717,717,88,88,20,20,1058,1058,100,100,41,41,670,670,32,32,2189,2189,284,284,17031804511,0.41194029850746267,0.1332703213610586,0.1297396071265418,0.04776119402985075,0.1506276150627615,121.2887029288703,0.006365149676946082,0.08857803035034034,1.0,True,0.7458551073260477,0.16889585690001166
Census Tract 8045.12; Cook County; Illinois,3739,156106,1393,1359,1291,331400,1393,117,27,1829,116,80,1359,37,3739,157,17,031,804512,3739,3739,156106,156106,1393,1393,1359,1359,1291,1291,331400,331400,1393,1393,117,117,27,27,1829,1829,116,116,80,80,1359,1359,37,37,3739,3739,157,157,17031804512,0.9499632082413539,0.10716238381629306,0.041989836854774004,0.027225901398086828,0.10337401292175162,112.06460875807609,0.0029175924953663305,0.005172503957821273,1.0,True,0.9644885325011853,0.10634475568953777
Census Tract 8045.13; Cook County; Illinois,3747,123385,1493,1448,1342,362100,1493,127,0,1570,133,25,1448,22,3747,329,17,031,804513,3747,3747,123385,123385,1493,1493,1448,1448,1342,1342,362100,362100,1493,1493,127,127,0,0,1570,1570,133,133,25,25,1448,1448,22,22,3747,3747,329,329,17031804513,0.9267955801104972,0.10063694267515924,0.08780357619428876,0.015193370165745856,0.08506363027461487,82.642330877428,0.0015290143224126404,0.0062270337079483274,1.0,True,0.9362532732700557,0.10940610558315726
Census Tract 8045.14; Cook County; Illinois,5353,115995,1709,1683,1441,384400,1709,166,52,1993,162,212,1683,155,5353,236,17,031,804514,5353,5353,115995,115995,1709,1709,1683,1683,1441,1441,384400,384400,1709,1709,166,166,52,52,1993,1993,162,162,212,212,1683,1683,155,155,5353,5353,236,236,17031804514,0.8562091503267973,0.18765679879578526,0.0440874276106856,0.09209744503862151,0.12755997659449972,67.87302516091282,0.017282711713218487,0.01834195741881696,1.0,True,0.9322787020474351,0.17577722692816147
Census Tract 8046.03; Cook County; Illinois,6258,102414,2924,2836,782,232600,2924,586,34,2904,101,0,2836,103,6204,346,17,031,804603,6258,6258,102414,102414,2924,2924,2836,2836,782,782,232600,232600,2924,2924,586,586,34,34,2904,2904,101,101,0,0,2836,2836,103,103,6204,6204,346,346,17031804603,0.2757404795486601,0.03477961432506887,0.05577047066408768,0.03631875881523272,0.21203830369357046,35.02530779753762,0.0012631524243589892,0.15357076015042093,1.0,True,0.7335555434439076,0.10724255785460705
Census Tract 8046.06; Cook County; Illinois,7047,128958,2524,2443,2193,418800,2524,1340,56,2623,123,0,2443,208,6862,348,17,031,804606,7047,7047,128958,128958,2524,2524,2443,2443,2193,2193,418800,418800,2524,2524,1340,1340,56,56,2623,2623,123,123,0,0,2443,2443,208,208,6862,6862,348,348,17031804606,0.8976668031109292,0.04689287075867327,0.05071407752841737,0.08514121981170691,0.5530903328050714,51.09270998415214,0.0039925162168661646,0.05659950192438308,1.0,True,0.9431397374877583,0.22248468583331477
Census Tract 8046.07; Cook County; Illinois,6774,118025,2576,2444,1832,412700,2576,624,109,2410,86,99,2444,284,6765,216,17,031,804607,6774,6774,118025,118025,2576,2576,2444,2444,1832,1832,412700,412700,2576,2576,624,624,109,109,2410,2410,86,86,99,99,2444,2444,284,284,6765,6765,216,216,17031804607,0.7495908346972177,0.07676348547717843,0.031929046563192905,0.11620294599018004,0.2845496894409938,45.817158385093165,0.008920143156922534,0.0712538502200852,1.0,True,0.9021797507523912,0.1666270459842077
Census Tract 8046.08; Cook County; Illinois,3756,118281,1591,1561,1115,308700,1591,420,5,1378,119,12,1561,30,3756,184,17,031,804608,3756,3756,118281,118281,1591,1591,1561,1561,1115,1115,308700,308700,1591,1591,420,420,5,5,1378,1378,119,119,12,12,1561,1561,30,30,3756,3756,184,184,17031804608,0.7142857142857143,0.09506531204644413,0.04898828541001065,0.019218449711723255,0.26712759270898806,74.34380892520427,0.0018270079188938654,0.07632216934542516,1.0,True,0.8827794642236703,0.14555837367154492
Census Tract 8046.09; Cook County; Illinois,5697,110392,2599,2465,1708,420300,2599,742,50,2110,206,50,2465,27,5697,269,17,031,804609,5697,5697,110392,110392,2599,2599,2465,2465,1708,1708,420300,420300,2599,2599,742,742,50,50,2110,2110,206,206,50,50,2465,2465,27,27,5697,5697,269,269,17031804609,0.6929006085192698,0.12132701421800948,0.047217833947691766,0.010953346855983773,0.30473258945748366,42.474797999230475,0.0013289368697307327,0.0935831927867404,1.0,True,0.876439225360017,0.1661744568325573
Census Tract 8046.10; Cook County; Illinois,2771,71750,1308,1274,938,233800,1308,518,12,1272,156,19,1274,46,2771,249,17,031,804610,2771,2771,71750,71750,1308,1308,1274,1274,938,938,233800,233800,1308,1308,518,518,12,12,1272,1272,156,156,19,19,1274,1274,46,46,2771,2771,249,249,17031804610,0.7362637362637363,0.13757861635220126,0.08985925658607001,0.03610675039246468,0.40519877675840976,54.85474006116208,0.00496751675996959,0.10686561145276739,1.0,True,0.8717971710509843,0.22487481658200906
Census Tract 8046.11; Cook County; Illinois,4201,79202,2017,1871,1468,283900,2017,710,22,2004,75,0,1871,45,4193,334,17,031,804611,4201,4201,79202,79202,2017,2017,1871,1871,1468,1468,283900,283900,2017,2017,710,710,22,22,2004,2004,75,75,0,0,1871,1871,45,45,4193,4193,334,334,17031804611,0.7846071619454837,0.0374251497005988,0.07965657047460052,0.024051309460181722,0.3629152206246901,39.26722855726326,0.0009001238570427291,0.07816933934353291,1.0,True,0.8924798956833749,0.1546834920222563
Census Tract 8047.01; Cook County; Illinois,6360,72232,2564,2395,1211,208700,2564,294,17,2836,116,0,2395,307,6163,558,17,031,804701,6360,6360,72232,72232,2564,2564,2395,2395,1211,1211,208700,208700,2564,2564,294,294,17,17,2836,2836,116,116,0,0,2395,2395,307,307,6163,6163,558,558,17031804701,0.5056367432150313,0.04090267983074753,0.09054032127210775,0.12818371607515658,0.12129485179407176,28.171606864274573,0.005243057498137575,0.059963717964167426,1.0,True,0.7946170497484596,0.12637923023672626
Census Tract 8047.05; Cook County; Illinois,4316,80702,1766,1718,1236,177400,1766,346,13,1787,102,92,1718,13,4242,108,17,031,804705,4316,4316,80702,80702,1766,1766,1718,1718,1236,1236,177400,177400,1766,1766,346,346,13,13,1787,1787,102,102,92,92,1718,1718,13,13,4242,4242,108,108,17031804705,0.719441210710128,0.1085618354784555,0.02545968882602546,0.007566938300349243,0.20328425821064552,45.69762174405436,0.0008214807108381383,0.05703318536526843,1.0,True,0.8950055127085047,0.12300623145032381
Census Tract 8047.06; Cook County; Illinois,2206,125956,721,713,676,379500,721,23,17,775,26,53,713,38,2206,86,17,031,804706,2206,2206,125956,125956,721,721,713,713,676,676,379500,379500,721,721,23,23,17,17,775,775,26,26,53,53,713,713,38,38,2206,2206,86,86,17031804706,0.9481065918653576,0.10193548387096774,0.038984587488667274,0.05329593267882188,0.05547850208044383,174.69625520110958,0.00543274668597023,0.0028789685511590784,1.0,True,0.9651990933586571,0.0977338233144519
Census Tract 8047.09; Cook County; Illinois,7952,100710,3274,3066,1500,334300,3274,293,16,3390,282,67,3066,546,7782,943,17,031,804709,7952,7952,100710,100710,3274,3274,3066,3066,1500,1500,334300,334300,3274,3274,293,293,16,16,3390,3390,282,282,67,67,3066,3066,546,546,7782,7782,943,943,17031804709,0.4892367906066536,0.10294985250737464,0.12117707530197892,0.1780821917808219,0.09437996334758705,30.760537568723276,0.01833353537802562,0.048205812981839964,1.0,True,0.7754582201230829,0.17691064817656846
Census Tract 8047.10; Cook County; Illinois,3742,109375,1568,1430,1254,322800,1568,64,12,1667,132,75,1430,93,3742,109,17,031,804710,3742,3742,109375,109375,1568,1568,1430,1430,1254,1254,322800,322800,1568,1568,64,64,12,12,1667,1667,132,132,75,75,1430,1430,93,93,3742,3742,109,109,17031804710,0.8769230769230769,0.1241751649670066,0.029128808123997863,0.06503496503496503,0.04846938775510204,69.75446428571429,0.008075727511840288,0.005965463108320251,1.0,True,0.945872291712718,0.10760710300530146
Census Tract 8047.11; Cook County; Illinois,7595,85376,2853,2605,1734,282200,2853,662,0,2926,216,218,2605,78,7595,464,17,031,804711,7595,7595,85376,85376,2853,2853,2605,2605,1734,1734,282200,282200,2853,2853,662,662,0,0,2926,2926,216,216,218,218,2605,2605,78,78,7595,7595,464,464,17031804711,0.6656429942418426,0.14832535885167464,0.06109282422646478,0.029942418426103647,0.23203645285664212,29.924991237294076,0.004441219957938818,0.07758301360389071,1.0,True,0.8611333934336217,0.17047672799784477
Census Tract 8047.12; Cook County; Illinois,5441,103750,1991,1877,1333,406600,1991,563,13,1950,92,202,1877,29,5408,225,17,031,804712,5441,5441,103750,103750,1991,1991,1877,1877,1333,1333,406600,406600,1991,1991,563,563,13,13,1950,1950,92,92,202,202,1877,1877,29,29,5408,5408,225,225,17031804712,0.7101758124667021,0.15076923076923077,0.041605029585798814,0.015450186467767715,0.28930185836263184,52.109492717227525,0.002329412728986517,0.08384667605182299,1.0,True,0.8847053892414122,0.17646455748833373
Census Tract 8047.13; Cook County; Illinois,4508,75625,2396,2151,745,309100,2396,198,32,2199,282,47,2151,36,4508,278,17,031,804713,4508,4508,75625,75625,2396,2396,2151,2151,745,745,309100,309100,2396,2396,198,198,32,32,2199,2199,282,282,47,47,2151,2151,36,36,4508,4508,278,278,17031804713,0.34635053463505344,0.14961346066393816,0.0616681455190772,0.016736401673640166,0.09599332220367279,31.563021702838064,0.0025039909734550316,0.06274598373703577,1.0,True,0.7544403099971037,0.12916801076012943
Census Tract 8047.14; Cook County; Illinois,3427,102210,1394,1361,1092,335600,1394,331,10,1637,26,60,1361,99,3427,104,17,031,804714,3427,3427,102210,102210,1394,1394,1361,1361,1092,1092,335600,335600,1394,1394,331,331,10,10,1637,1637,26,26,60,60,1361,1361,99,99,3427,3427,104,104,17031804714,0.8023512123438648,0.05253512522907758,0.03034724248613948,0.07274063188831742,0.24461979913916787,73.32137733142038,0.0038214382054949894,0.04834880673654385,1.0,True,0.9204663135741048,0.12859405141713376
Census Tract 8047.15; Cook County; Illinois,4027,73864,1229,1196,725,212500,1229,66,88,1847,27,0,1196,114,3968,807,17,031,804715,4027,4027,73864,73864,1229,1229,1196,1196,725,725,212500,212500,1229,1229,66,66,88,88,1847,1847,27,27,0,0,1196,1196,114,114,3968,3968,807,807,17031804715,0.6061872909698997,0.014618299945858148,0.20337701612903225,0.09531772575250837,0.12530512611879577,60.100895036615135,0.001393383105207215,0.049346751172201345,1.0,True,0.7776533133643602,0.14134752479339674
Census Tract 8047.16; Cook County; Illinois,4511,106713,1615,1541,1250,367800,1615,626,0,1962,143,59,1541,92,4511,183,17,031,804716,4511,4511,106713,106713,1615,1615,1541,1541,1250,1250,367800,367800,1615,1615,626,626,0,0,1962,1962,143,143,59,59,1541,1541,92,92,4511,4511,183,183,17031804716,0.8111615833874107,0.10295616717635066,0.04056750166260253,0.05970149253731343,0.3876160990712074,66.07616099071207,0.006146636846349293,0.07319681040215534,1.0,True,0.9188329678571634,0.19338130779864707
Census Tract 8048.03; Cook County; Illinois,5142,104844,1944,1846,1310,376400,1944,545,30,2141,78,107,1846,100,5142,542,17,031,804803,5142,5142,104844,104844,1944,1944,1846,1846,1310,1310,376400,376400,1944,1944,545,545,30,30,2141,2141,78,78,107,107,1846,1846,100,100,5142,5142,542,542,17031804803,0.7096424702058505,0.08640822045773003,0.10540645663166083,0.05417118093174431,0.2957818930041152,53.9320987654321,0.004680835344405744,0.08588249981051234,1.0,True,0.855984378382844,0.1793266817265608
Census Tract 8048.04; Cook County; Illinois,6099,83083,2695,2575,1766,276700,2695,357,0,2735,218,42,2575,218,6092,531,17,031,804804,6099,6099,83083,83083,2695,2695,2575,2575,1766,1766,276700,276700,2695,2695,357,357,0,0,2735,2735,218,218,42,42,2575,2575,218,218,6092,6092,531,531,17031804804,0.6858252427184466,0.09506398537477148,0.0871634931057124,0.08466019417475729,0.13246753246753246,30.82857142857143,0.008048135460854441,0.04161795486067331,1.0,True,0.8561960473529049,0.14195683665588393
Census Tract 8048.05; Cook County; Illinois,7198,112460,2576,2526,2202,337800,2576,593,32,3067,344,116,2526,53,7137,414,17,031,804805,7198,7198,112460,112460,2576,2576,2526,2526,2202,2202,337800,337800,2576,2576,593,593,32,32,3067,3067,344,344,116,116,2526,2526,53,53,7137,7137,414,414,17031804805,0.8717339667458432,0.149983697424193,0.058007566204287514,0.02098178939034046,0.24262422360248448,43.65683229813665,0.0031469263513389666,0.031120446732860237,1.0,True,0.9312242181655496,0.1703474949839423
Census Tract 8048.06; Cook County; Illinois,3284,93533,1061,1061,854,281900,1061,201,25,1415,77,66,1061,47,3261,579,17,031,804806,3284,3284,93533,93533,1061,1061,1061,1061,854,854,281900,281900,1061,1061,201,201,25,25,1415,1415,77,77,66,66,1061,1061,47,47,3261,3261,579,579,17031804806,0.8049010367577757,0.1010600706713781,0.17755289788408463,0.04429783223374175,0.21300659754948162,88.1555136663525,0.0044767420561307916,0.041557366345657584,1.0,True,0.8554543726490884,0.18476588345764985
Census Tract 8048.07; Cook County; Illinois,5470,107517,1952,1889,1549,321200,1952,182,7,2063,128,21,1889,97,5184,129,17,031,804807,5470,5470,107517,107517,1952,1952,1889,1889,1549,1549,321200,321200,1952,1952,182,182,7,7,2063,2063,128,128,21,21,1889,1889,97,97,5184,5184,129,129,17031804807,0.8200105876124933,0.07222491517207949,0.02488425925925926,0.0513499205929063,0.09682377049180328,55.080430327868854,0.0037087436589156755,0.017427253555962478,1.0,True,0.9287994791521007,0.08873442036276705
Census Tract 8048.08; Cook County; Illinois,2669,147500,912,912,844,368900,912,21,2,1082,137,6,912,0,2665,187,17,031,804808,2669,2669,147500,147500,912,912,912,912,844,844,368900,368900,912,912,21,21,2,2,1082,1082,137,137,6,6,912,912,0,0,2665,2665,187,187,17031804808,0.9254385964912281,0.1321626617375231,0.0701688555347092,0.0,0.025219298245614034,161.73245614035088,0.0,0.0018803862726992921,1.0,True,0.9437025010967935,0.09800229891765183
Census Tract 8048.09; Cook County; Illinois,4629,118194,1611,1611,1498,376300,1611,323,0,1739,131,0,1611,0,4629,256,17,031,804809,4629,4629,118194,118194,1611,1611,1611,1611,1498,1498,376300,376300,1611,1611,323,323,0,0,1739,1739,131,131,0,0,1611,1611,0,0,4629,4629,256,256,17031804809,0.9298572315332092,0.07533064979873491,0.05530352127889393,0.0,0.20049658597144632,73.36685288640597,0.0,0.014063385608177175,1.0,True,0.9518112537855448,0.11284782533808915
Census Tract 8048.10; Cook County; Illinois,6681,97788,2905,2784,1955,346600,2905,362,0,3068,238,106,2784,128,6514,292,17,031,804810,6681,6681,97788,97788,2905,2905,2784,2784,1955,1955,346600,346600,2905,2905,362,362,0,0,3068,3068,238,238,106,106,2784,2784,128,128,6514,6514,292,292,17031804810,0.7022270114942529,0.1121251629726206,0.04482652747927541,0.04597701149425287,0.12461273666092944,33.66196213425129,0.005155179906787153,0.03710630700140463,1.0,True,0.8806115604386845,0.12179270883824268
Census Tract 8049.01; Cook County; Illinois,6314,115909,2678,2664,2220,408200,2678,85,213,2202,142,11,2664,205,6303,336,17,031,804901,6314,6314,115909,115909,2678,2678,2664,2664,2220,2220,408200,408200,2678,2678,85,85,213,213,2202,2202,142,142,11,11,2664,2664,205,205,6303,6303,336,336,17031804901,0.8333333333333334,0.06948228882833787,0.053307948595906714,0.07695195195195195,0.11127707244212098,43.281926811053026,0.005346797751429904,0.018546178740353494,1.0,True,0.9205282674977805,0.10915538721818543
Census Tract 8049.02; Cook County; Illinois,5949,131714,2310,2129,2021,412000,2310,35,43,2180,36,26,2129,53,5949,63,17,031,804902,5949,5949,131714,131714,2310,2310,2129,2129,2021,2021,412000,412000,2310,2310,35,35,43,43,2180,2180,36,36,26,26,2129,2129,53,53,5949,5949,63,63,17031804902,0.9492719586660404,0.028440366972477066,0.01059001512859304,0.02489431658055425,0.033766233766233764,57.01904761904762,0.0007080034990799833,0.0017128949021856482,1.0,True,0.9782937217139853,0.03549942580802565
Census Tract 8050.01; Cook County; Illinois,4807,142609,1916,1838,1751,453500,1916,54,133,1760,99,38,1838,36,4807,102,17,031,805001,4807,4807,142609,142609,1916,1916,1838,1838,1751,1751,453500,453500,1916,1916,54,54,133,133,1760,1760,99,99,38,38,1838,1838,36,36,4807,4807,102,102,17031805001,0.9526659412404788,0.07784090909090909,0.021219055543998337,0.01958650707290533,0.0975991649269311,74.43058455114823,0.0015246315164704717,0.004619764607531561,1.0,True,0.974675225538595,0.08034245518975326
Census Tract 8050.02; Cook County; Illinois,7452,75246,3030,2931,1345,317300,3030,366,14,3279,211,29,2931,323,7346,602,17,031,805002,7452,7452,75246,75246,3030,3030,2931,2931,1345,1345,317300,317300,3030,3030,366,366,14,14,3279,3279,211,211,29,29,2931,2931,323,323,7346,7346,602,602,17031805002,0.4588877516206073,0.07319304666056725,0.08194936019602504,0.11020129648584101,0.1254125412541254,24.833663366336634,0.008065968635743166,0.06786226217299313,1.0,True,0.7828790228022117,0.13531973904529335
Census Tract 8051.05; Cook County; Illinois,7216,84474,3289,3088,1799,245200,3289,454,7,3756,90,109,3088,251,7216,662,17,031,805105,7216,7216,84474,84474,3289,3289,3088,3088,1799,1799,245200,245200,3289,3289,454,454,7,7,3756,3756,90,90,109,109,3088,3088,251,251,7216,7216,662,662,17031805105,0.5825777202072538,0.05298189563365282,0.09174057649667405,0.08128238341968912,0.1401641836424445,25.68379446640316,0.004306494755196521,0.05850765308131833,1.0,True,0.8197331850626767,0.1230763397503864
Census Tract 8051.06; Cook County; Illinois,3047,89009,1307,1307,1139,248700,1307,131,11,1223,112,13,1307,81,2981,95,17,031,805106,3047,3047,89009,89009,1307,1307,1307,1307,1139,1139,248700,248700,1307,1307,131,131,11,11,1223,1223,112,112,13,13,1307,1307,81,81,2981,2981,95,95,17031805106,0.8714613618974751,0.10220768601798855,0.03186850050318685,0.06197398622800306,0.10864575363427698,68.1017597551645,0.0063342177256748835,0.013965177207772404,1.0,True,0.9428158446333804,0.11309542098855312
Census Tract 8051.07; Cook County; Illinois,6006,76313,3175,3047,659,211900,3175,666,80,3116,43,10,3047,193,6006,857,17,031,805107,6006,6006,76313,76313,3175,3175,3047,3047,659,659,211900,211900,3175,3175,666,666,80,80,3116,3116,43,43,10,10,3047,3047,193,193,6006,6006,857,857,17031805107,0.21627830653101413,0.01700898587933248,0.1426906426906427,0.06334099113882508,0.23496062992125985,24.0355905511811,0.0010773660238631994,0.18414374278042944,1.0,True,0.6748350257655368,0.1424411296818893
